Time,Last,Vol,BID1,BIDSZ1,BID2,BIDSZ2,BID3,BIDSZ3,BID4,BIDSZ4,BID5,BIDSZ5,ASK1,ASKSZ1,ASK2,ASKSZ2,ASK3,ASKSZ3,ASK4,ASKSZ4,ASK5,ASKSZ5,Tick,Volume,LastTime,Reference
831450100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,478,1,0,0,0,0,0,0,0,0,,443.95
831500100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,478,1,0,0,0,0,0,0,1,0,831500000,443.95
831500100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,0,0,,443.95
831550100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,1,0,831550000,443.95
831550100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,0,0,,443.95
832000100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,1,0,832000000,443.95
832000100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,0,0,,443.95
832050100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,1,0,832050000,443.95
832050100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,0,0,,443.95
832100100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,1,0,832100000,443.95
832100100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,0,0,,443.95
832150100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,1,0,832150000,443.95
832150100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,0,0,,443.95
832200100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,1,0,832200000,443.95
832200100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,0,0,,443.95
832250100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445.5,1,478,1,0,0,0,0,1,0,832250000,443.95
832250100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445,1,445.5,1,447.25,1,478,1,0,0,,443.95
832300100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445,1,445.5,1,447.25,1,478,1,1,0,832300000,443.95
832300100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445,1,445.5,1,447.25,1,478,1,0,0,,443.95
832350100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445,1,445.5,1,447.25,1,478,1,1,0,832350000,443.95
832350100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445,1,445.5,1,447.25,1,478,1,0,0,,443.95
832400100,0,0,442,2,440.5,1,440,3,438.8,1,435,7,444.25,1,445,1,445.5,1,447.25,1,478,1,1,0,832400000,443.95
832400100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,447.25,1,478,1,0,0,,443.95
832450100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,447.25,1,478,1,1,0,832450000,443.95
832450100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
832500100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,832500000,443.95
832500100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
832550100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,832550000,443.95
832550100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
833000100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,833000000,443.95
833000100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
833050100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,833050000,443.95
833050100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
833100100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,833100000,443.95
833100100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
833150100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,833150000,443.95
833150100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
833200100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,833200000,443.95
833200100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
833250100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,833250000,443.95
833250100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
833300100,444.25,1,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,833300000,443.95
833300100,444.25,1,442,2,440.5,1,440.1,1,440,3,438.8,1,445,1,445.5,1,445.85,1,447.25,1,478,1,0,0,,443.95
833350100,444.25,1,442,2,440.5,1,440.1,1,440,3,438.8,1,445,1,445.5,1,445.85,1,447.25,1,478,1,1,0,833350000,443.95
833350100,444.25,1,442,2,440.5,1,440.1,1,440,3,438.8,1,445,1,445.5,1,445.85,1,447.25,1,478,1,0,0,,443.95
833400100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,445,1,445.5,1,445.85,1,447.25,1,478,1,1,0,833400000,443.95
833400100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
833450100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,833450000,443.95
833450100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,0,0,,443.95
833500100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,447.25,1,1,0,833500000,443.95
833500100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
833550100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,833550000,443.95
833550100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834000100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834000000,443.95
834000100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834050100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834050000,443.95
834050100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834100100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834100000,443.95
834100100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834150100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834150000,443.95
834150100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834200100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834200000,443.95
834200100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834250100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834250000,443.95
834250100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834300100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834300000,443.95
834300100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834350100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834350000,443.95
834350100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834400100,0,0,442,2,440.5,1,440.1,1,440,3,438.8,1,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834400000,443.95
834400100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834450100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834450000,443.95
834450100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834500100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834500000,443.95
834500100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
834550100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,834550000,443.95
834550100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
835000100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,835000000,443.95
835000100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
835050100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,835050000,443.95
835050100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
835100100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,835100000,443.95
835100100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
835150100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,835150000,443.95
835150100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
835200100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,835200000,443.95
835200100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
835250100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,835250000,443.95
835250100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
835300100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,835300000,443.95
835300100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
835350100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,835350000,443.95
835350100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,0,0,,443.95
835400100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,445,1,445.5,1,445.85,1,446.7,1,1,0,835400000,443.95
835400100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
835450100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,835450000,443.95
835450100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
835500100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,835500000,443.95
835500100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
835550100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,835550000,443.95
835550100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836000100,0,0,442.1,1,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836000000,443.95
836000100,0,0,442.1,2,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836050100,0,0,442.1,2,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836050000,443.95
836050100,0,0,442.1,2,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836100100,0,0,442.1,2,442,2,440.5,1,440.1,1,440,3,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836100000,443.95
836100100,0,0,442.1,2,442,2,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836150100,0,0,442.1,2,442,2,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836150000,443.95
836150100,0,0,442.1,2,442,2,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836200100,0,0,442.1,2,442,2,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836200000,443.95
836200100,0,0,442.1,2,442,3,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836250100,0,0,442.1,2,442,3,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836250000,443.95
836250100,0,0,442.1,2,442,3,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836300100,0,0,442.1,2,442,3,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836300000,443.95
836300100,0,0,442.1,2,442,3,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836350100,0,0,442.1,2,442,3,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836350000,443.95
836350100,0,0,442.1,2,442,3,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836400100,0,0,442.1,2,442,3,440.5,1,440.25,1,440.1,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836400000,443.95
836400100,0,0,442.1,2,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836450100,0,0,442.1,2,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836450000,443.95
836450100,0,0,442.1,2,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836500100,0,0,442.1,2,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836500000,443.95
836500100,0,0,442.1,2,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
836550100,0,0,442.1,2,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,836550000,443.95
836550100,0,0,442.1,2,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837000100,0,0,442.1,2,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,837000000,443.95
837000100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837050100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,837050000,443.95
837050100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837100100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,837100000,443.95
837100100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837150100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,837150000,443.95
837150100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837200100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,1,444.9,1,445,1,445.5,1,445.85,1,1,0,837200000,443.95
837200100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837250100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,1,0,837250000,443.95
837250100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837300100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,1,0,837300000,443.95
837300100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837350100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,1,0,837350000,443.95
837350100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837400100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.25,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,1,0,837400000,443.95
837400100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.1,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837450100,0,0,442.1,1,442,3,441.1,1,440.5,1,440.1,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,1,0,837450000,443.95
837450100,0,0,442.2,1,442.1,1,442,3,441.1,1,440.5,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837500100,0,0,442.2,1,442.1,1,442,3,441.1,1,440.5,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,1,0,837500000,443.95
837500100,0,0,442.2,1,442.1,1,442,3,441.1,1,440.5,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,0,0,,443.95
837550100,0,0,442.2,1,442.1,1,442,3,441.1,1,440.5,1,444.25,2,444.9,1,445,1,445.5,1,445.85,1,1,0,837550000,443.95
837550100,0,0,442.2,1,442.1,1,442,3,441.1,1,440.5,1,444.25,2,444.9,1,445,1,445.5,1,445.55,1,0,0,,443.95
838000100,0,0,442.2,1,442.1,1,442,3,441.1,1,440.5,1,444.25,2,444.9,1,445,1,445.5,1,445.55,1,1,0,838000000,443.95
838000100,0,0,442.2,1,442.1,1,442,3,441.1,1,440.5,1,444.25,2,444.9,1,445,1,445.5,1,445.55,1,0,0,,443.95
838050100,0,0,442.2,1,442.1,1,442,3,441.1,1,440.5,1,444.25,2,444.9,1,445,1,445.5,1,445.55,1,1,0,838050000,443.95
