Time,Last,Vol,BID1,BIDSZ1,BID2,BIDSZ2,BID3,BIDSZ3,BID4,BIDSZ4,BID5,BIDSZ5,ASK1,ASKSZ1,ASK2,ASKSZ2,ASK3,ASKSZ3,ASK4,ASKSZ4,ASK5,ASKSZ5,Tick,Volume,LastTime,Reference
830500200,0,0,1220,1,0,0,0,0,0,0,0,0,1254,1,1260,2,0,0,0,0,0,0,0,0,,1246.8
830550200,0,0,1220,1,0,0,0,0,0,0,0,0,1254,1,1260,2,0,0,0,0,0,0,1,0,830550000,1246.8
830550200,0,0,1220,1,0,0,0,0,0,0,0,0,1254,1,1260,2,0,0,0,0,0,0,0,0,,1246.8
831000200,0,0,1220,1,0,0,0,0,0,0,0,0,1254,1,1260,2,0,0,0,0,0,0,1,0,831000000,1246.8
831000200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1260,2,0,0,0,0,0,0,0,0,,1246.8
831050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1260,2,0,0,0,0,0,0,1,0,831050000,1246.8
831050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1260,2,0,0,0,0,0,0,,1246.8
831100200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1260,2,0,0,0,0,1,0,831100000,1246.8
831100200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,0,0,,1246.8
831150200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,1,0,831150000,1246.8
831150200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,0,0,,1246.8
831200200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,1,0,831200000,1246.8
831200200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,0,0,,1246.8
831250200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,1,0,831250000,1246.8
831250200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,0,0,,1246.8
831300200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,1,0,831300000,1246.8
831300200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,0,0,,1246.8
831350200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1254,1,1254.6,1,1257.4,1,1259.6,1,1260,2,1,0,831350000,1246.8
831350200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,0,0,,1246.8
831400200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,1,0,831400000,1246.8
831400200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,0,0,,1246.8
831450200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,1,0,831450000,1246.8
831450200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,0,0,,1246.8
831500200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,1,0,831500000,1246.8
831500200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,0,0,,1246.8
831550200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,1,0,831550000,1246.8
831550200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,0,0,,1246.8
832000200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,1,0,832000000,1246.8
832000200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,0,0,,1246.8
832050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,1,1254.6,1,1257.4,1,1259.6,1,1,0,832050000,1246.8
832050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832100200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832100000,1246.8
832100200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832150200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832150000,1246.8
832150200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832200200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832200000,1246.8
832200200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832250200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832250000,1246.8
832250200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832300200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832300000,1246.8
832300200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832350200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832350000,1246.8
832350200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832400200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832400000,1246.8
832400200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832450200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832450000,1246.8
832450200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832500200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832500000,1246.8
832500200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
832550200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,832550000,1246.8
832550200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833000200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833000000,1246.8
833000200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833050000,1246.8
833050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833100200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833100000,1246.8
833100200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833150200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833150000,1246.8
833150200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833200200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833200000,1246.8
833200200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833250200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833250000,1246.8
833250200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833300200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833300000,1246.8
833300200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833350200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833350000,1246.8
833350200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833400200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833400000,1246.8
833400200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833450200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833450000,1246.8
833450200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,0,0,,1246.8
833500200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1253.6,1,1254,2,1254.6,1,1256.2,1,1257.4,1,1,0,833500000,1246.8
833500200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,0,0,,1246.8
833550200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,1,0,833550000,1246.8
833550200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,0,0,,1246.8
834000200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,1,0,834000000,1246.8
834000200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,0,0,,1246.8
834050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,1,0,834050000,1246.8
834050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,0,0,,1246.8
834100200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,1,0,834100000,1246.8
834100200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,0,0,,1246.8
834150200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,1,0,834150000,1246.8
834150200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,0,0,,1246.8
834200200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,1,0,834200000,1246.8
834200200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,0,0,,1246.8
834250200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,1,0,834250000,1246.8
834250200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,0,0,,1246.8
834300200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,1,0,834300000,1246.8
834300200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,0,0,,1246.8
834350200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1256.2,1,1,0,834350000,1246.8
834350200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
834400200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,834400000,1246.8
834400200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
834450200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,834450000,1246.8
834450200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
834500200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,834500000,1246.8
834500200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
834550200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,834550000,1246.8
834550200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835000200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835000000,1246.8
835000200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835050000,1246.8
835050200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835100200,0,0,1247.2,1,1220,1,0,0,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835100000,1246.8
835100200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835150200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835150000,1246.8
835150200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835200200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835200000,1246.8
835200200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835250200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,1,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835250000,1246.8
835250200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835300200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835300000,1246.8
835300200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835350200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835350000,1246.8
835350200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835400200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835400000,1246.8
835400200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835450200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835450000,1246.8
835450200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835500200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835500000,1246.8
835500200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
835550200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,835550000,1246.8
835550200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836000200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836000000,1246.8
836000200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836050200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836050000,1246.8
836050200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836100200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836100000,1246.8
836100200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836150200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836150000,1246.8
836150200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836200200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836200000,1246.8
836200200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836250200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836250000,1246.8
836250200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836300200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836300000,1246.8
836300200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836350200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836350000,1246.8
836350200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836400200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836400000,1246.8
836400200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836450200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836450000,1246.8
836450200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836500200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836500000,1246.8
836500200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
836550200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,836550000,1246.8
836550200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
837000200,0,0,1247.2,1,1220,1,1190,25,0,0,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,837000000,1246.8
837000200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
837050200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,837050000,1246.8
837050200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
837100200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,837100000,1246.8
837100200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
837150200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,837150000,1246.8
837150200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
837200200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,837200000,1246.8
837200200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
837250200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,837250000,1246.8
837250200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
837300200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,837300000,1246.8
837300200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
837350200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,1,0,837350000,1246.8
837350200,0,0,1249.8,1,1247.2,1,1220,1,1190,25,0,0,1252.8,2,1253.6,1,1254,2,1254.6,1,1254.8,1,0,0,,1246.8
